t, q_1, q_2, q_3, q_4, q_5, q_1_dot, q_2_dot, q_3_dot, q_4_dot, q_5_dot, eta_1, eta_2, eta_3, eta_4, eta_1_dot, eta_2_dot, eta_3_dot, eta_4_dot, z_1, z_1_dot, y_1, y_2, y_3, y_4, y_5, y_dot_1, y_dot_2, y_dot_3, y_dot_4, y_dot_5, post_impact,
15.338,0.504901,-1.13463,0.7621,-1.07137,1.40482,1.66778,-0.530949,-2.13313,1.33969,-5.85267,-1.13463,0.7621,-1.07137,1.40482,-0.530949,-2.13313,1.33969,-5.85267,0.504901,8.59507,0.0536361,0.841705,0.132372,0.126301,0.0996801,1.01471,-0.0686163,-0.996297,3.54896,-1.44444,0,
15.339,0.506573,-1.13516,0.759965,-1.06996,1.39893,1.67144,-0.5339,-2.13542,1.41358,-5.89341,-1.13516,0.759965,-1.06996,1.39893,-0.5339,-2.13542,1.41358,-5.89341,0.506573,8.60034,0.0546496,0.841635,0.131374,0.12982,0.0982188,1.01545,-0.0710378,-0.997883,3.52173,-1.45547,0,
15.34,0.508248,-1.1357,0.757828,-1.06847,1.393,1.67492,-0.536747,-2.13714,1.48597,-5.93116,-1.1357,0.757828,-1.06847,1.393,-0.536747,-2.13714,1.48597,-5.93116,0.508248,8.6057,0.0556605,0.841562,0.130375,0.13331,0.0967471,1.01614,-0.0734459,-0.998968,3.49356,-1.46582,0,
15.341,0.509926,-1.13624,0.755689,-1.06691,1.38703,1.67822,-0.539487,-2.13829,1.55682,-5.96591,-1.13624,0.755689,-1.06691,1.38703,-0.539487,-2.13829,1.55682,-5.96591,0.509926,8.61117,0.0566689,0.841487,0.129376,0.136772,0.0952659,1.0168,-0.0758392,-0.999554,3.46446,-1.4755,0,
15.342,0.511607,-1.13678,0.75355,-1.06529,1.38103,1.68134,-0.542115,-2.13887,1.62609,-5.99766,-1.13678,0.75355,-1.06529,1.38103,-0.542115,-2.13887,1.62609,-5.99766,0.511607,8.61674,0.0576747,0.84141,0.128376,0.140204,0.0937757,1.01742,-0.0782157,-0.999644,3.43446,-1.4845,0,
15.343,0.513292,-1.13733,0.751412,-1.06359,1.37501,1.68427,-0.544629,-2.13888,1.69375,-6.02641,-1.13733,0.751412,-1.06359,1.37501,-0.544629,-2.13888,1.69375,-6.02641,0.513292,8.62241,0.0586778,0.84133,0.127377,0.143604,0.0922772,1.018,-0.080574,-0.999241,3.40356,-1.49284,0,
15.344,0.514979,-1.13787,0.749273,-1.06183,1.36895,1.68701,-0.547025,-2.13834,1.75977,-6.05215,-1.13787,0.749273,-1.06183,1.36895,-0.547025,-2.13834,1.75977,-6.05215,0.514979,8.62818,0.0596783,0.841248,0.126379,0.146973,0.0907712,1.01854,-0.0829124,-0.998347,3.37179,-1.50052,0,
15.345,0.516668,-1.13842,0.747136,-1.06001,1.36288,1.68958,-0.549299,-2.13724,1.82411,-6.07489,-1.13842,0.747136,-1.06001,1.36288,-0.549299,-2.13724,1.82411,-6.07489,0.516668,8.63406,0.0606761,0.841164,0.125382,0.15031,0.0892582,1.01905,-0.0852292,-0.996965,3.33916,-1.50754,0,
15.346,0.51836,-1.13897,0.745,-1.05812,1.35678,1.69195,-0.551448,-2.1356,1.88675,-6.09461,-1.13897,0.745,-1.05812,1.35678,-0.551448,-2.1356,1.88675,-6.09461,0.51836,8.64003,0.0616713,0.841077,0.124387,0.153613,0.0877388,1.01952,-0.0875229,-0.995098,3.3057,-1.51392,0,
15.347,0.520054,-1.13953,0.742867,-1.05617,1.35067,1.69414,-0.553469,-2.13342,1.94766,-6.11134,-1.13953,0.742867,-1.05617,1.35067,-0.553469,-2.13342,1.94766,-6.11134,0.520054,8.64611,0.0626637,0.840988,0.123394,0.156882,0.0862139,1.01996,-0.0897917,-0.992751,3.27142,-1.51965,0,
15.348,0.52175,-1.14008,0.740736,-1.05417,1.34455,1.69614,-0.555358,-2.13071,2.0068,-6.12506,-1.14008,0.740736,-1.05417,1.34455,-0.555358,-2.13071,2.0068,-6.12506,0.52175,8.65229,0.0636534,0.840897,0.122404,0.160116,0.0846839,1.02036,-0.0920341,-0.989927,3.23634,-1.52475,0,
15.349,0.523448,-1.14064,0.738609,-1.0521,1.33841,1.69796,-0.557113,-2.12747,2.06417,-6.13577,-1.14064,0.738609,-1.0521,1.33841,-0.557113,-2.12747,2.06417,-6.13577,0.523448,8.65857,0.0646403,0.840804,0.121417,0.163315,0.0831495,1.02073,-0.0942486,-0.986629,3.20048,-1.52921,0,
15.35,0.525148,-1.1412,0.736485,-1.04998,1.33227,1.69959,-0.55873,-2.12372,2.11972,-6.14349,-1.1412,0.736485,-1.04998,1.33227,-0.55873,-2.12372,2.11972,-6.14349,0.525148,8.66495,0.0656244,0.840708,0.120434,0.166477,0.0816114,1.02107,-0.0964335,-0.982862,3.16387,-1.53305,0,
15.351,0.526849,-1.14176,0.734366,-1.04781,1.32612,1.70103,-0.560207,-2.11945,2.17344,-6.14822,-1.14176,0.734366,-1.04781,1.32612,-0.560207,-2.11945,2.17344,-6.14822,0.526849,8.67144,0.0666058,0.840611,0.119456,0.169601,0.0800702,1.02138,-0.0985875,-0.97863,3.12652,-1.53627,0,
15.352,0.528551,-1.14232,0.732251,-1.04558,1.31997,1.70228,-0.561539,-2.11468,2.2253,-6.14996,-1.14232,0.732251,-1.04558,1.31997,-0.561539,-2.11468,2.2253,-6.14996,0.528551,8.67802,0.0675843,0.840511,0.118482,0.172688,0.0785264,1.02166,-0.100709,-0.973937,3.08845,-1.53887,0,
15.353,0.530255,-1.14288,0.730141,-1.04331,1.31382,1.70334,-0.562724,-2.1094,2.27529,-6.14872,-1.14288,0.730141,-1.04331,1.31382,-0.562724,-2.1094,2.27529,-6.14872,0.530255,8.68471,0.06856,0.840409,0.117513,0.175736,0.0769808,1.02191,-0.102796,-0.968788,3.04969,-1.54086,0,
15.354,0.531959,-1.14345,0.728038,-1.04099,1.30768,1.70421,-0.56376,-2.10364,2.32339,-6.14451,-1.14345,0.728038,-1.04099,1.30768,-0.56376,-2.10364,2.32339,-6.14451,0.531959,8.6915,0.069533,0.840305,0.11655,0.178744,0.0754338,1.02213,-0.104848,-0.963188,3.01026,-1.54225,0,
15.355,0.533664,-1.14401,0.72594,-1.03862,1.30154,1.7049,-0.564644,-2.0974,2.36958,-6.13732,-1.14401,0.72594,-1.03862,1.30154,-0.564644,-2.0974,2.36958,-6.13732,0.533664,8.69839,0.070503,0.840199,0.115593,0.181713,0.0738862,1.02233,-0.106863,-0.957141,2.97018,-1.54305,0,
15.356,0.535369,-1.14458,0.72385,-1.0362,1.29541,1.7054,-0.565373,-2.09068,2.41384,-6.12718,-1.14458,0.72385,-1.0362,1.29541,-0.565373,-2.09068,2.41384,-6.12718,0.535369,8.70538,0.0714703,0.840091,0.114642,0.184641,0.0723385,1.02251,-0.10884,-0.950652,2.92947,-1.54324,0,
15.357,0.537075,-1.14514,0.721766,-1.03375,1.2893,1.7057,-0.565944,-2.08349,2.45616,-6.11408,-1.14514,0.721766,-1.03375,1.2893,-0.565944,-2.08349,2.45616,-6.11408,0.537075,8.71247,0.0724348,0.839981,0.113698,0.187528,0.0707912,1.02267,-0.110778,-0.943727,2.88815,-1.54285,0,
15.358,0.538781,-1.14571,0.71969,-1.03125,1.2832,1.70582,-0.566356,-2.07584,2.49652,-6.09804,-1.14571,0.71969,-1.03125,1.2832,-0.566356,-2.07584,2.49652,-6.09804,0.538781,8.71966,0.0733964,0.839869,0.112762,0.190373,0.069245,1.02281,-0.112674,-0.93637,2.84625,-1.54188,0,
15.359,0.540486,-1.14628,0.717623,-1.02872,1.27712,1.70575,-0.566605,-2.06774,2.53492,-6.07906,-1.14628,0.717623,-1.02872,1.27712,-0.566605,-2.06774,2.53492,-6.07906,0.540486,8.72695,0.0743551,0.839756,0.111833,0.193176,0.0677005,1.02292,-0.114528,-0.928587,2.80378,-1.54032,0,
15.36,0.542192,-1.14684,0.715564,-1.02614,1.27106,1.7055,-0.56669,-2.05919,2.57133,-6.05716,-1.14684,0.715564,-1.02614,1.27106,-0.56669,-2.05919,2.57133,-6.05716,0.542192,8.73435,0.0753111,0.83964,0.110913,0.195936,0.0661583,1.02302,-0.116339,-0.920383,2.76078,-1.5382,0,
15.361,0.543897,-1.14741,0.713513,-1.02354,1.26503,1.70505,-0.566608,-2.05021,2.60574,-6.03235,-1.14741,0.713513,-1.02354,1.26503,-0.566608,-2.05021,2.60574,-6.03235,0.543897,8.74184,0.0762642,0.839523,0.110001,0.198652,0.0646188,1.02311,-0.118106,-0.911764,2.71726,-1.5355,0,
15.362,0.545601,-1.14798,0.711473,-1.0209,1.25903,1.70442,-0.566357,-2.04079,2.63816,-6.00463,-1.14798,0.711473,-1.0209,1.25903,-0.566357,-2.04079,2.63816,-6.00463,0.545601,8.74944,0.0772145,0.839404,0.109099,0.201325,0.0630827,1.02318,-0.119826,-0.902735,2.67325,-1.53223,0,
15.363,0.547305,-1.14854,0.709442,-1.01823,1.25305,1.70359,-0.565935,-2.03096,2.66856,-5.97402,-1.14854,0.709442,-1.01823,1.25305,-0.565935,-2.03096,2.66856,-5.97402,0.547305,8.75713,0.0781621,0.839284,0.108205,0.203953,0.0615506,1.02324,-0.121499,-0.893301,2.62876,-1.52841,0,
15.364,0.549007,-1.14911,0.707421,-1.01553,1.24711,1.70258,-0.565341,-2.02071,2.69694,-5.94054,-1.14911,0.707421,-1.01553,1.24711,-0.565341,-2.02071,2.69694,-5.94054,0.549007,8.76493,0.0791068,0.839161,0.107322,0.206536,0.0600229,1.02329,-0.123125,-0.88347,2.58383,-1.52402,0,
15.365,0.550709,-1.14967,0.705411,-1.01281,1.24121,1.70139,-0.564572,-2.01006,2.7233,-5.90419,-1.14967,0.705411,-1.01281,1.24121,-0.564572,-2.01006,2.7233,-5.90419,0.550709,8.77283,0.0800488,0.839037,0.106448,0.209074,0.0585003,1.02333,-0.124701,-0.873245,2.53848,-1.51909,0,
15.366,0.552409,-1.15023,0.703412,-1.01006,1.23534,1.7,-0.563627,-1.99901,2.74763,-5.86499,-1.15023,0.703412,-1.01006,1.23534,-0.563627,-1.99901,2.74763,-5.86499,0.552409,8.78082,0.080988,0.838912,0.105586,0.211566,0.0569833,1.02337,-0.126226,-0.862634,2.49272,-1.5136,0,
15.367,0.554107,-1.1508,0.701424,-1.00729,1.22952,1.69843,-0.562504,-1.98757,2.76992,-5.82296,-1.1508,0.701424,-1.00729,1.22952,-0.562504,-1.98757,2.76992,-5.82296,0.554107,8.78892,0.0819244,0.838785,0.104734,0.214013,0.0554724,1.0234,-0.127701,-0.851642,2.44659,-1.50757,0,
15.368,0.555804,-1.15136,0.699448,-1.0045,1.22374,1.69668,-0.561201,-1.97575,2.79017,-5.77811,-1.15136,0.699448,-1.0045,1.22374,-0.561201,-1.97575,2.79017,-5.77811,0.555804,8.79711,0.0828582,0.838657,0.103894,0.216412,0.0539682,1.02342,-0.129123,-0.840275,2.40011,-1.501,0,
15.369,0.557499,-1.15192,0.697485,-1.00169,1.21801,1.69473,-0.559717,-1.96356,2.80838,-5.73046,-1.15192,0.697485,-1.00169,1.21801,-0.559717,-1.96356,2.80838,-5.73046,0.557499,8.80541,0.0837892,0.838527,0.103065,0.218766,0.0524713,1.02345,-0.130492,-0.828539,2.35329,-1.49389,0,
15.37,0.559191,-1.15248,0.695534,-0.99887,1.21233,1.69261,-0.55805,-1.951,2.82455,-5.68003,-1.15248,0.695534,-0.99887,1.21233,-0.55805,-1.951,2.82455,-5.68003,0.559191,8.8138,0.0847176,0.838397,0.102249,0.221072,0.0509821,1.02347,-0.131806,-0.816441,2.30617,-1.48625,0,
15.371,0.560882,-1.15303,0.693596,-0.996032,1.20671,1.6903,-0.556199,-1.93808,2.83868,-5.62683,-1.15303,0.693596,-0.996032,1.20671,-0.556199,-1.93808,2.83868,-5.62683,0.560882,8.8223,0.0856434,0.838264,0.101445,0.22333,0.0495012,1.0235,-0.133066,-0.803987,2.25876,-1.47807,0,
15.372,0.562569,-1.15359,0.691671,-0.993181,1.20113,1.6878,-0.554162,-1.92482,2.85076,-5.57091,-1.15359,0.691671,-0.993181,1.20113,-0.554162,-1.92482,2.85076,-5.57091,0.562569,8.83089,0.0865665,0.838131,0.100654,0.225542,0.0480291,1.02353,-0.134269,-0.791183,2.2111,-1.46938,0,
15.373,0.564255,-1.15414,0.68976,-0.99032,1.19562,1.68512,-0.551938,-1.91122,2.86081,-5.51226,-1.15414,0.68976,-0.99032,1.19562,-0.551938,-1.91122,2.86081,-5.51226,0.564255,8.83958,0.087487,0.837996,0.0998758,0.227705,0.0465663,1.02357,-0.135415,-0.778035,2.16321,-1.46015,0,
15.374,0.565937,-1.15469,0.687862,-0.987451,1.19017,1.68226,-0.549525,-1.89729,2.86882,-5.45093,-1.15469,0.687862,-0.987451,1.19017,-0.549525,-1.89729,2.86882,-5.45093,0.565937,8.84837,0.088405,0.837861,0.0991112,0.22982,0.0451134,1.02361,-0.136503,-0.76455,2.11511,-1.45041,0,
15.375,0.567616,-1.15523,0.685979,-0.984577,1.18478,1.67922,-0.546923,-1.88303,2.87479,-5.38693,-1.15523,0.685979,-0.984577,1.18478,-0.546923,-1.88303,2.87479,-5.38693,0.567616,8.85726,0.0893204,0.837724,0.0983605,0.231887,0.0436708,1.02366,-0.137532,-0.750735,2.06682,-1.44016,0,
15.376,0.569292,-1.15578,0.684111,-0.981698,1.17946,1.676,-0.54413,-1.86847,2.87875,-5.3203,-1.15578,0.684111,-0.981698,1.17946,-0.54413,-1.86847,2.87875,-5.3203,0.569292,8.86624,0.0902334,0.837586,0.0976239,0.233906,0.0422391,1.02372,-0.138502,-0.736597,2.01838,-1.4294,0,
15.377,0.570965,-1.15632,0.682257,-0.978817,1.17421,1.6726,-0.541145,-1.85359,2.88069,-5.25107,-1.15632,0.682257,-0.978817,1.17421,-0.541145,-1.85359,2.88069,-5.25107,0.570965,8.87533,0.0911439,0.837448,0.0969017,0.235876,0.0408188,1.02379,-0.139411,-0.722141,1.9698,-1.41813,0,
15.378,0.572634,-1.15686,0.680419,-0.975937,1.16903,1.66901,-0.537965,-1.83842,2.88062,-5.17927,-1.15686,0.680419,-0.975937,1.16903,-0.537965,-1.83842,2.88062,-5.17927,0.572634,8.88451,0.092052,0.837308,0.0961944,0.237798,0.0394104,1.02387,-0.140259,-0.707375,1.92111,-1.40635,0,
15.379,0.574299,-1.15739,0.678596,-0.973058,1.16393,1.66525,-0.534592,-1.82297,2.87855,-5.10494,-1.15739,0.678596,-0.973058,1.16393,-0.534592,-1.82297,2.87855,-5.10494,0.574299,8.89378,0.0929577,0.837168,0.0955021,0.239671,0.0380144,1.02396,-0.141045,-0.692306,1.87234,-1.39408,0,
15.38,0.57596,-1.15792,0.676789,-0.970183,1.1589,1.66131,-0.531022,-1.80723,2.87449,-5.02811,-1.15792,0.676789,-0.970183,1.1589,-0.531022,-1.80723,2.87449,-5.02811,0.57596,8.90316,0.0938611,0.837027,0.0948251,0.241495,0.0366312,1.02407,-0.141768,-0.676941,1.82352,-1.38132,0,
15.381,0.577617,-1.15845,0.674998,-0.967315,1.15395,1.6572,-0.527254,-1.79123,2.86846,-4.94883,-1.15845,0.674998,-0.967315,1.15395,-0.527254,-1.79123,2.86846,-4.94883,0.577617,8.91263,0.0947623,0.836886,0.0941638,0.24327,0.0352614,1.0242,-0.142427,-0.661287,1.77467,-1.36806,0,
15.382,0.57927,-1.15897,0.673223,-0.964455,1.14908,1.6529,-0.523288,-1.77497,2.86048,-4.86714,-1.15897,0.673223,-0.964455,1.14908,-0.523288,-1.77497,2.86048,-4.86714,0.57927,8.9222,0.0956612,0.836744,0.0935185,0.244997,0.0339054,1.02434,-0.143022,-0.645351,1.72581,-1.35432,0,
15.383,0.580919,-1.15949,0.671464,-0.961604,1.1443,1.64858,-0.519233,-1.75872,2.85048,-4.78135,-1.15949,0.671464,-0.961604,1.1443,-0.519233,-1.75872,2.85048,-4.78135,0.580919,8.93186,0.0965579,0.836601,0.0928891,0.246674,0.0325641,1.02463,-0.143583,-0.629379,1.67645,-1.33983,0,
15.384,0.582563,-1.16001,0.669721,-0.958765,1.13961,1.64417,-0.515006,-1.74252,2.83874,-4.69236,-1.16001,0.669721,-0.958765,1.13961,-0.515006,-1.74252,2.83874,-4.69236,0.582563,8.94162,0.0974525,0.836458,0.0922757,0.248301,0.0312379,1.02504,-0.144086,-0.613362,1.62682,-1.32474,0,
15.385,0.584203,-1.16052,0.667995,-0.95594,1.13501,1.63965,-0.510582,-1.72634,2.82532,-4.60057,-1.16052,0.667995,-0.95594,1.13501,-0.510582,-1.72634,2.82532,-4.60057,0.584203,8.95148,0.098345,0.836314,0.0916785,0.249879,0.0299274,1.02553,-0.144525,-0.597275,1.57703,-1.30914,0,
15.386,0.585838,-1.16103,0.666285,-0.95313,1.1305,1.63502,-0.505958,-1.71017,2.81022,-4.50612,-1.16103,0.666285,-0.95313,1.1305,-0.505958,-1.71017,2.81022,-4.50612,0.585838,8.96143,0.0992355,0.83617,0.0910974,0.251407,0.0286332,1.02611,-0.144899,-0.581101,1.52713,-1.29303,0,
15.387,0.587468,-1.16153,0.664591,-0.950336,1.1261,1.63028,-0.501133,-1.69397,2.79344,-4.40908,-1.16153,0.664591,-0.950336,1.1261,-0.501133,-1.69397,2.79344,-4.40908,0.587468,8.97147,0.100124,0.836025,0.0905325,0.252885,0.0273556,1.02676,-0.145207,-0.564828,1.47717,-1.27643,0,
15.388,0.589093,-1.16202,0.662913,-0.947561,1.12179,1.62541,-0.496112,-1.67775,2.77499,-4.30951,-1.16202,0.662913,-0.947561,1.12179,-0.496112,-1.67775,2.77499,-4.30951,0.589093,8.98161,0.101011,0.835881,0.0899841,0.254313,0.0260952,1.02749,-0.145451,-0.54845,1.42717,-1.25935,0,
15.389,0.590714,-1.16251,0.661252,-0.944806,1.11758,1.62042,-0.490896,-1.6615,2.75486,-4.20745,-1.16251,0.661252,-0.944806,1.11758,-0.490896,-1.6615,2.75486,-4.20745,0.590714,8.99185,0.101895,0.835736,0.0894521,0.255691,0.0248525,1.0283,-0.145631,-0.531967,1.37715,-1.24178,0,
15.39,0.592329,-1.163,0.659606,-0.942073,1.11348,1.61532,-0.485485,-1.64522,2.73308,-4.10297,-1.163,0.659606,-0.942073,1.11348,-0.485485,-1.64522,2.73308,-4.10297,0.592329,9.00218,0.102778,0.835591,0.0889367,0.257019,0.0236279,1.02917,-0.145746,-0.515383,1.32713,-1.22374,0,
15.391,0.593939,-1.16348,0.657977,-0.939364,1.10948,1.6101,-0.479879,-1.62892,2.70968,-3.99612,-1.16348,0.657977,-0.939364,1.10948,-0.479879,-1.62892,2.70968,-3.99612,0.593939,9.0126,0.103659,0.835446,0.088438,0.258297,0.0224219,1.03012,-0.145798,-0.498703,1.27715,-1.20522,0,
15.392,0.595544,-1.16395,0.656365,-0.936679,1.10559,1.60476,-0.474077,-1.61262,2.6847,-3.88699,-1.16395,0.656365,-0.936679,1.10559,-0.474077,-1.61262,2.6847,-3.88699,0.595544,9.02312,0.104539,0.835301,0.0879561,0.259525,0.021235,1.03114,-0.145784,-0.481934,1.22723,-1.18624,0,
15.393,0.597143,-1.16442,0.654769,-0.934021,1.10182,1.59931,-0.468079,-1.59631,2.65815,-3.77565,-1.16442,0.654769,-0.934021,1.10182,-0.468079,-1.59631,2.65815,-3.77565,0.597143,9.03372,0.105417,0.835156,0.087491,0.260704,0.0200676,1.03223,-0.145705,-0.465083,1.17739,-1.16681,0,
15.394,0.598737,-1.16488,0.653189,-0.931391,1.09815,1.59374,-0.461881,-1.58002,2.6301,-3.66219,-1.16488,0.653189,-0.931391,1.09815,-0.461881,-1.58002,2.6301,-3.66219,0.598737,9.04443,0.106293,0.835011,0.0870429,0.261832,0.0189201,1.03339,-0.145561,-0.44816,1.12766,-1.14694,0,
15.395,0.600325,-1.16534,0.651625,-0.92879,1.09461,1.58806,-0.455482,-1.56375,2.60057,-3.5467,-1.16534,0.651625,-0.92879,1.09461,-0.455482,-1.56375,2.60057,-3.5467,0.600325,9.05522,0.107168,0.834867,0.0866117,0.262911,0.017793,1.03463,-0.14535,-0.431174,1.07807,-1.12663,0,
15.396,0.601907,-1.16579,0.650077,-0.926221,1.09118,1.58227,-0.448879,-1.54752,2.56962,-3.42929,-1.16579,0.650077,-0.926221,1.09118,-0.448879,-1.54752,2.56962,-3.42929,0.601907,9.06611,0.108041,0.834723,0.0861976,0.263941,0.0166867,1.03593,-0.145072,-0.414133,1.02864,-1.10591,0,
15.397,0.603484,-1.16623,0.648546,-0.923683,1.08787,1.57636,-0.44207,-1.53134,2.5373,-3.31007,-1.16623,0.648546,-0.923683,1.08787,-0.44207,-1.53134,2.5373,-3.31007,0.603484,9.07708,0.108913,0.834579,0.0858005,0.264921,0.0156016,1.03731,-0.144726,-0.397047,0.97942,-1.08477,0,
15.398,0.605054,-1.16666,0.647031,-0.92118,1.08468,1.57035,-0.435052,-1.51523,2.50366,-3.18915,-1.16666,0.647031,-0.92118,1.08468,-0.435052,-1.51523,2.50366,-3.18915,0.605054,9.08815,0.109784,0.834435,0.0854206,0.265853,0.0145381,1.03875,-0.144311,-0.379928,0.930426,-1.06325,0,
15.399,0.606618,-1.16709,0.645531,-0.918711,1.08161,1.56423,-0.427822,-1.49919,2.46876,-3.06666,-1.16709,0.645531,-0.918711,1.08161,-0.427822,-1.49919,2.46876,-3.06666,0.606618,9.09931,0.110653,0.834292,0.0850578,0.266735,0.0134966,1.04025,-0.143828,-0.362785,0.881695,-1.04134,0,
15.4,0.608176,-1.16751,0.644048,-0.916278,1.07867,1.558,-0.420378,-1.48325,2.43266,-2.94272,-1.16751,0.644048,-0.916278,1.07867,-0.420378,-1.48325,2.43266,-2.94272,0.608176,9.11057,0.111522,0.834149,0.0847122,0.267569,0.0124774,1.04182,-0.143274,-0.345628,0.833259,-1.01907,0,
15.401,0.609728,-1.16793,0.642581,-0.913883,1.07585,1.55167,-0.412716,-1.46742,2.39542,-2.81748,-1.16793,0.642581,-0.913883,1.07585,-0.412716,-1.46742,2.39542,-2.81748,0.609728,9.12191,0.112389,0.834008,0.0843837,0.268355,0.0114809,1.04346,-0.14265,-0.32847,0.785151,-0.99645,0,
15.402,0.611273,-1.16833,0.641129,-0.911526,1.07316,1.54523,-0.404832,-1.45172,2.35711,-2.69108,-1.16833,0.641129,-0.911526,1.07316,-0.404832,-1.45172,2.35711,-2.69108,0.611273,9.13334,0.113255,0.833866,0.0840724,0.269094,0.0105073,1.04515,-0.141953,-0.311321,0.737407,-0.973501,0,
15.403,0.612812,-1.16873,0.639693,-0.909208,1.0706,1.5387,-0.396724,-1.43616,2.3178,-2.56366,-1.16873,0.639693,-0.909208,1.0706,-0.396724,-1.43616,2.3178,-2.56366,0.612812,9.14486,0.11412,0.833726,0.0837782,0.269785,0.00955706,1.04691,-0.141185,-0.294192,0.690061,-0.950239,0,
15.404,0.614344,-1.16912,0.638272,-0.90693,1.06816,1.53206,-0.388389,-1.42077,2.27756,-2.43539,-1.16912,0.638272,-0.90693,1.06816,-0.388389,-1.42077,2.27756,-2.43539,0.614344,9.15648,0.114984,0.833586,0.0835011,0.270429,0.00863041,1.04871,-0.140343,-0.277097,0.64315,-0.926684,0,
15.405,0.615869,-1.16949,0.636867,-0.904694,1.06586,1.52532,-0.379822,-1.40555,2.23646,-2.30642,-1.16949,0.636867,-0.904694,1.06586,-0.379822,-1.40555,2.23646,-2.30642,0.615869,9.16818,0.115848,0.833448,0.083241,0.271026,0.00772762,1.05058,-0.139427,-0.260046,0.59671,-0.902857,0,
15.406,0.617388,-1.16987,0.635476,-0.902499,1.06368,1.51849,-0.37102,-1.39052,2.19458,-2.17694,-1.16987,0.635476,-0.902499,1.06368,-0.37102,-1.39052,2.19458,-2.17694,0.617388,9.17997,0.11671,0.83331,0.082998,0.271578,0.00684893,1.05249,-0.138437,-0.243052,0.550778,-0.878779,0,
15.407,0.618899,-1.17023,0.6341,-0.900347,1.06163,1.51156,-0.361979,-1.37571,2.15201,-2.04711,-1.17023,0.6341,-0.900347,1.06163,-0.361979,-1.37571,2.15201,-2.04711,0.618899,9.19185,0.117572,0.833173,0.0827719,0.272084,0.00599457,1.05445,-0.137371,-0.226129,0.505393,-0.854473,0,
15.408,0.620404,-1.17058,0.632739,-0.898238,1.05971,1.50454,-0.352697,-1.36113,2.10882,-1.91712,-1.17058,0.632739,-0.898238,1.05971,-0.352697,-1.36113,2.10882,-1.91712,0.620404,9.20382,0.118434,0.833038,0.0825626,0.272546,0.00516473,1.05645,-0.136229,-0.209287,0.460593,-0.829964,0,
15.409,0.621901,-1.17092,0.631392,-0.896173,1.05793,1.49742,-0.343169,-1.3468,2.06511,-1.78715,-1.17092,0.631392,-0.896173,1.05793,-0.343169,-1.3468,2.06511,-1.78715,0.621901,9.21588,0.119294,0.832904,0.08237,0.272963,0.00435959,1.0585,-0.13501,-0.192542,0.416417,-0.805276,0,
15.41,0.623391,-1.17126,0.63006,-0.894152,1.05627,1.49022,-0.333391,-1.33274,2.02096,-1.65741,-1.17126,0.63006,-0.894152,1.05627,-0.333391,-1.33274,2.02096,-1.65741,0.623391,9.22803,0.120154,0.832771,0.0821941,0.273336,0.00357929,1.06057,-0.133713,-0.175905,0.372905,-0.780438,0,
15.411,0.624874,-1.17158,0.628741,-0.892176,1.05474,1.48293,-0.323361,-1.31897,1.97647,-1.52808,-1.17158,0.628741,-0.892176,1.05474,-0.323361,-1.31897,1.97647,-1.52808,0.624874,9.24027,0.121014,0.832639,0.0820347,0.273667,0.00282396,1.06269,-0.132338,-0.159391,0.330097,-0.755476,0,
15.412,0.62635,-1.17189,0.627435,-0.890244,1.05334,1.47556,-0.313073,-1.3055,1.93172,-1.39938,-1.17189,0.627435,-0.890244,1.05334,-0.313073,-1.3055,1.93172,-1.39938,0.62635,9.25259,0.121874,0.832509,0.0818917,0.273956,0.00209368,1.06483,-0.130883,-0.143013,0.288032,-0.73042,0,
15.413,0.627818,-1.1722,0.626143,-0.888357,1.05207,1.4681,-0.302525,-1.29236,1.88682,-1.27152,-1.1722,0.626143,-0.888357,1.05207,-0.302525,-1.29236,1.88682,-1.27152,0.627818,9.26501,0.122733,0.83238,0.0817649,0.274204,0.00138851,1.06699,-0.129349,-0.126784,0.246753,-0.705303,0,
15.414,0.629279,-1.17249,0.624863,-0.886515,1.05093,1.46057,-0.291712,-1.27958,1.84186,-1.14471,-1.17249,0.624863,-0.886515,1.05093,-0.291712,-1.27958,1.84186,-1.14471,0.629279,9.27751,0.123592,0.832253,0.0816542,0.27441,0.000708478,1.06917,-0.127735,-0.11072,0.206298,-0.680156,0,
15.415,0.630732,-1.17277,0.623596,-0.884719,1.04991,1.45295,-0.280632,-1.26715,1.79694,-1.01917,-1.17277,0.623596,-0.884719,1.04991,-0.280632,-1.26715,1.79694,-1.01917,0.630732,9.2901,0.124451,0.832128,0.0815594,0.274578,5.35696e-05,1.07137,-0.126039,-0.094833,0.166709,-0.655013,0,
15.416,0.632177,-1.17304,0.622341,-0.882966,1.04901,1.44526,-0.269279,-1.25512,1.75217,-0.895118,-1.17304,0.622341,-0.882966,1.04901,-0.269279,-1.25512,1.75217,-0.895118,0.632177,9.30278,0.125309,0.832004,0.0814802,0.274706,-0.000576257,1.07358,-0.124263,-0.0791385,0.128028,-0.629911,0,
15.417,0.633614,-1.1733,0.621098,-0.881259,1.04824,1.4375,-0.257652,-1.2435,1.70765,-0.772793,-1.1733,0.621098,-0.881259,1.04824,-0.257652,-1.2435,1.70765,-0.772793,0.633614,9.31554,0.126168,0.831883,0.0814166,0.274797,-0.00118108,1.07579,-0.122404,-0.0636505,0.0902942,-0.604887,0,
