t, q_1, q_2, q_3, q_4, q_5, q_1_dot, q_2_dot, q_3_dot, q_4_dot, q_5_dot, eta_1, eta_2, eta_3, eta_4, eta_1_dot, eta_2_dot, eta_3_dot, eta_4_dot, z_1, z_1_dot, y_1, y_2, y_3, y_4, y_5, y_dot_1, y_dot_2, y_dot_3, y_dot_4, y_dot_5, post_impact,
15.259,0.395881,-1.10607,0.88101,-0.917508,1.55647,1.01584,-0.175921,-0.527379,-4.54502,3.14322,-1.10607,0.88101,-0.917508,1.55647,-0.175921,-0.527379,-4.54502,3.14322,0.395881,8.50931,-0.029607,0.840449,0.170823,-0.155641,0.128648,0.907718,0.0779389,0.312544,2.71588,1.12092,0,
15.26,0.396905,-1.10625,0.880456,-0.922027,1.5595,1.02406,-0.17944,-0.553511,-4.51894,3.02923,-1.10625,0.880456,-0.922027,1.5595,-0.17944,-0.553511,-4.51894,3.02923,0.396905,8.50617,-0.0285789,0.840526,0.171114,-0.152886,0.129731,0.908275,0.0771311,0.291105,2.75191,1.08599,0,
15.261,0.397938,-1.10643,0.879876,-0.926518,1.56241,1.03242,-0.183091,-0.57981,-4.49107,2.91333,-1.10643,0.879876,-0.926518,1.56241,-0.183091,-0.57981,-4.49107,2.91333,0.397938,8.50314,-0.0275488,0.840603,0.171384,-0.150096,0.130778,0.908871,0.0762842,0.26952,2.78766,1.05045,0,
15.262,0.398979,-1.10662,0.87927,-0.930979,1.56521,1.04093,-0.186868,-0.606268,-4.46141,2.79559,-1.10662,0.87927,-0.930979,1.56521,-0.186868,-0.606268,-4.46141,2.79559,0.398979,8.50022,-0.0265166,0.840679,0.171632,-0.14727,0.13179,0.909505,0.075399,0.247796,2.82311,1.01433,0,
15.263,0.400028,-1.10681,0.878637,-0.935409,1.56788,1.04958,-0.190765,-0.632876,-4.42995,2.67607,-1.10681,0.878637,-0.935409,1.56788,-0.190765,-0.632876,-4.42995,2.67607,0.400028,8.49741,-0.0254825,0.840754,0.171857,-0.144409,0.132764,0.910178,0.0744763,0.225943,2.85825,0.977656,0,
15.264,0.401087,-1.107,0.877977,-0.939806,1.57044,1.05837,-0.194774,-0.659626,-4.39669,2.55483,-1.107,0.877977,-0.939806,1.57044,-0.194774,-0.659626,-4.39669,2.55483,0.401087,8.49471,-0.0244464,0.840827,0.172061,-0.141513,0.133701,0.910892,0.0735169,0.203969,2.89306,0.940459,0,
15.265,0.402154,-1.1072,0.877291,-0.944167,1.57287,1.06728,-0.198891,-0.686509,-4.36161,2.43193,-1.1072,0.877291,-0.944167,1.57287,-0.198891,-0.686509,-4.36161,2.43193,0.402154,8.49211,-0.0234083,0.8409,0.172243,-0.138583,0.134601,0.911646,0.0725216,0.181883,2.92753,0.902764,0,
15.266,0.40323,-1.1074,0.876577,-0.948492,1.57518,1.07632,-0.203108,-0.713514,-4.32472,2.30746,-1.1074,0.876577,-0.948492,1.57518,-0.203108,-0.713514,-4.32472,2.30746,0.40323,8.48963,-0.0223684,0.840972,0.172403,-0.135619,0.135462,0.91244,0.0714911,0.159695,2.96166,0.8646,0,
15.267,0.404316,-1.10761,0.875837,-0.952778,1.57736,1.08547,-0.20742,-0.740633,-4.28601,2.18146,-1.10761,0.875837,-0.952778,1.57736,-0.20742,-0.740633,-4.28601,2.18146,0.404316,8.48725,-0.0213267,0.841043,0.17254,-0.132622,0.136285,0.913275,0.0704263,0.137414,2.99542,0.825995,0,
15.268,0.40541,-1.10782,0.875069,-0.957024,1.57941,1.09472,-0.21182,-0.767855,-4.24549,2.05401,-1.10782,0.875069,-0.957024,1.57941,-0.21182,-0.767855,-4.24549,2.05401,0.40541,8.48499,-0.0202832,0.841113,0.172655,-0.129591,0.137068,0.914152,0.0693279,0.115049,3.0288,0.786978,0,
15.269,0.406514,-1.10804,0.874274,-0.961227,1.58134,1.10408,-0.216303,-0.795169,-4.20314,1.92517,-1.10804,0.874274,-0.961227,1.58134,-0.216303,-0.795169,-4.20314,1.92517,0.406514,8.48283,-0.0192379,0.841182,0.172748,-0.126527,0.137813,0.91507,0.0681965,0.0926102,3.06179,0.747577,0,
15.27,0.407628,-1.10826,0.873451,-0.965386,1.58313,1.11354,-0.220863,-0.822566,-4.15898,1.79503,-1.10826,0.873451,-0.965386,1.58313,-0.220863,-0.822566,-4.15898,1.79503,0.407628,8.48079,-0.0181909,0.841249,0.172818,-0.12343,0.138517,0.91603,0.0670328,0.0701076,3.09437,0.70782,0,
15.271,0.408751,-1.10849,0.872601,-0.969499,1.58479,1.12308,-0.225495,-0.850034,-4.113,1.66364,-1.10849,0.872601,-0.969499,1.58479,-0.225495,-0.850034,-4.113,1.66364,0.408751,8.47885,-0.0171423,0.841315,0.172866,-0.120302,0.139181,0.917031,0.0658376,0.0475513,3.12654,0.667739,0,
15.272,0.409884,-1.10872,0.871724,-0.973564,1.58633,1.1327,-0.230192,-0.877561,-4.06521,1.53109,-1.10872,0.871724,-0.973564,1.58633,-0.230192,-0.877561,-4.06521,1.53109,0.409884,8.47703,-0.0160921,0.84138,0.172891,-0.117142,0.139805,0.918074,0.0646115,0.0249516,3.15828,0.62736,0,
15.273,0.411026,-1.10895,0.870818,-0.97758,1.58772,1.1424,-0.234949,-0.905136,-4.01562,1.39744,-1.10895,0.870818,-0.97758,1.58772,-0.234949,-0.905136,-4.01562,1.39744,0.411026,8.47532,-0.0150403,0.841444,0.172893,-0.11395,0.140388,0.919157,0.063355,0.00231902,3.18957,0.586715,0,
15.274,0.412178,-1.10919,0.869886,-0.981544,1.58899,1.15217,-0.23976,-0.932747,-3.96422,1.26277,-1.10919,0.869886,-0.981544,1.58899,-0.23976,-0.932747,-3.96422,1.26277,0.412178,8.47371,-0.0139871,0.841507,0.172873,-0.110728,0.14093,0.920282,0.0620687,-0.0203356,3.22041,0.545832,0,
15.275,0.41334,-1.10944,0.868925,-0.985455,1.59011,1.162,-0.244622,-0.960382,-3.91104,1.12716,-1.10944,0.868925,-0.985455,1.59011,-0.244622,-0.960382,-3.91104,1.12716,0.41334,8.47222,-0.0129323,0.841568,0.17283,-0.107476,0.141432,0.921446,0.0607532,-0.0430015,3.25076,0.504742,0,
15.276,0.414512,-1.10969,0.867937,-0.989311,1.5911,1.17189,-0.249528,-0.988026,-3.85607,0.990682,-1.10969,0.867937,-0.989311,1.5911,-0.249528,-0.988026,-3.85607,0.990682,0.414512,8.47084,-0.0118762,0.841628,0.172764,-0.104194,0.141891,0.922651,0.059409,-0.0656675,3.28063,0.463473,0,
15.277,0.415694,-1.10994,0.866922,-0.99311,1.59196,1.18182,-0.254475,-1.01567,-3.79934,0.853412,-1.10994,0.866922,-0.99311,1.59196,-0.254475,-1.01567,-3.79934,0.853412,0.415694,8.46957,-0.0108188,0.841686,0.172676,-0.100883,0.14231,0.923895,0.0580365,-0.0883223,3.31,0.422055,0,
15.278,0.416886,-1.1102,0.865878,-0.996851,1.59267,1.1918,-0.259456,-1.0433,-3.74086,0.71543,-1.1102,0.865878,-0.996851,1.59267,-0.259456,-1.0433,-3.74086,0.71543,0.416886,8.46841,-0.00976001,0.841743,0.172565,-0.0975433,0.142686,0.925178,0.0566363,-0.110955,3.33884,0.380519,0,
15.279,0.418088,-1.11046,0.864807,-1.00053,1.59325,1.20181,-0.264468,-1.07089,-3.68064,0.576818,-1.11046,0.864807,-1.00053,1.59325,-0.264468,-1.07089,-3.68064,0.576818,0.418088,8.46736,-0.00870005,0.841799,0.172431,-0.0941753,0.143021,0.926499,0.0552087,-0.133553,3.36715,0.338893,0,
15.28,0.419299,-1.11073,0.863709,-1.00415,1.59369,1.21185,-0.269506,-1.09845,-3.61871,0.437654,-1.11073,0.863709,-1.00415,1.59369,-0.269506,-1.09845,-3.61871,0.437654,0.419299,8.46642,-0.00763891,0.841853,0.172275,-0.0907797,0.143315,0.927857,0.0537541,-0.156105,3.39491,0.297207,0,
15.281,0.420521,-1.11101,0.862583,-1.00771,1.59399,1.22191,-0.274567,-1.12594,-3.55508,0.29802,-1.11101,0.862583,-1.00771,1.59399,-0.274567,-1.12594,-3.55508,0.29802,0.420521,8.4656,-0.00657666,0.841906,0.172096,-0.0873571,0.143566,0.929251,0.0522728,-0.178599,3.4221,0.255491,0,
15.282,0.421753,-1.11129,0.86143,-1.0112,1.59414,1.23199,-0.279646,-1.15336,-3.48977,0.157998,-1.11129,0.86143,-1.0112,1.59414,-0.279646,-1.15336,-3.48977,0.157998,0.421753,8.46488,-0.00551337,0.841957,0.171895,-0.0839079,0.143776,0.93068,0.0507653,-0.201024,3.4487,0.213774,0,
15.283,0.422995,-1.11157,0.860249,-1.01462,1.59416,1.24207,-0.28474,-1.1807,-3.42281,0.0176714,-1.11157,0.860249,-1.01462,1.59416,-0.28474,-1.1807,-3.42281,0.0176714,0.422995,8.46428,-0.00444909,0.842007,0.171672,-0.080433,0.143944,0.932143,0.0492316,-0.223367,3.47471,0.172084,0,
15.284,0.424248,-1.11186,0.859041,-1.01797,1.59404,1.25216,-0.289845,-1.20793,-3.35424,-0.122876,-1.11186,0.859041,-1.01797,1.59404,-0.289845,-1.20793,-3.35424,-0.122876,0.424248,8.46378,-0.00338388,0.842055,0.171426,-0.0769328,0.14407,0.933639,0.0476721,-0.245615,3.5001,0.130452,0,
15.285,0.42551,-1.11216,0.857806,-1.02126,1.59377,1.26225,-0.294958,-1.23505,-3.28407,-0.263561,-1.11216,0.857806,-1.02126,1.59377,-0.294958,-1.23505,-3.28407,-0.263561,0.42551,8.4634,-0.0023178,0.842102,0.171159,-0.073408,0.144155,0.935167,0.0460871,-0.267757,3.52486,0.0889046,0,
15.286,0.426782,-1.11246,0.856544,-1.02447,1.59337,1.27232,-0.300075,-1.26203,-3.21233,-0.404299,-1.11246,0.856544,-1.02447,1.59337,-0.300075,-1.26203,-3.21233,-0.404299,0.426782,8.46312,-0.00125093,0.842147,0.170869,-0.0698593,0.144198,0.936724,0.0444766,-0.28978,3.54896,0.0474711,0,
15.287,0.428065,-1.11276,0.855255,-1.02761,1.59283,1.28239,-0.305194,-1.28886,-3.13907,-0.545003,-1.11276,0.855255,-1.02761,1.59283,-0.305194,-1.28886,-3.13907,-0.545003,0.428065,8.46296,-0.000183325,0.842191,0.170557,-0.0662873,0.1442,0.93831,0.0428408,-0.311671,3.5724,0.0061796,0,
15.288,0.429357,-1.11307,0.85394,-1.03067,1.59214,1.29242,-0.310312,-1.31553,-3.06432,-0.685589,-1.11307,0.85394,-1.03067,1.59214,-0.310312,-1.31553,-3.06432,-0.685589,0.429357,8.4629,0.000884951,0.842232,0.170224,-0.0626928,0.144161,0.939923,0.04118,-0.333418,3.59516,-0.0349424,0,
15.289,0.430659,-1.11339,0.852598,-1.03366,1.59131,1.30244,-0.315427,-1.34202,-2.98811,-0.825971,-1.11339,0.852598,-1.03366,1.59131,-0.315427,-1.34202,-2.98811,-0.825971,0.430659,8.46296,0.00195383,0.842272,0.169869,-0.0590763,0.14408,0.941562,0.0394942,-0.355009,3.61721,-0.0758673,0,
15.29,0.431972,-1.11371,0.851229,-1.03657,1.59035,1.31241,-0.320535,-1.36831,-2.91049,-0.966062,-1.11371,0.851229,-1.03657,1.59035,-0.320535,-1.36831,-2.91049,-0.966062,0.431972,8.46312,0.00302325,0.842311,0.169492,-0.0554387,0.143959,0.943224,0.0377834,-0.37643,3.63854,-0.116568,0,
15.291,0.433294,-1.11403,0.849835,-1.0394,1.58924,1.32235,-0.325635,-1.39439,-2.8315,-1.10578,-1.11403,0.849835,-1.0394,1.58924,-0.325635,-1.39439,-2.8315,-1.10578,0.433294,8.4634,0.00409313,0.842347,0.169095,-0.0517806,0.143798,0.944909,0.0360478,-0.397669,3.65914,-0.157019,0,
15.292,0.434626,-1.11437,0.848415,-1.04215,1.588,1.33225,-0.330725,-1.42023,-2.75118,-1.24503,-1.11437,0.848415,-1.04215,1.588,-0.330725,-1.42023,-2.75118,-1.24503,0.434626,8.46378,0.00516342,0.842382,0.168676,-0.0481029,0.143596,0.946613,0.0342875,-0.418713,3.67898,-0.197193,0,
15.293,0.435969,-1.1147,0.846969,-1.04482,1.58661,1.34209,-0.335802,-1.44584,-2.66958,-1.38373,-1.1147,0.846969,-1.04482,1.58661,-0.335802,-1.44584,-2.66958,-1.38373,0.435969,8.46427,0.00623403,0.842415,0.168236,-0.0444062,0.143354,0.948337,0.0325025,-0.43955,3.69805,-0.237066,0,
15.294,0.43732,-1.11504,0.845498,-1.04741,1.58509,1.35188,-0.340866,-1.47118,-2.58674,-1.5218,-1.11504,0.845498,-1.04741,1.58509,-0.340866,-1.47118,-2.58674,-1.5218,0.43732,8.46487,0.00730492,0.842447,0.167776,-0.0406915,0.143072,0.950076,0.0306927,-0.460167,3.71633,-0.276611,0,
15.295,0.438682,-1.11539,0.844001,-1.04991,1.58343,1.3616,-0.345914,-1.49624,-2.50272,-1.65914,-1.11539,0.844001,-1.04991,1.58343,-0.345914,-1.49624,-2.50272,-1.65914,0.438682,8.46558,0.00837599,0.842476,0.167296,-0.0369594,0.142752,0.951831,0.0288583,-0.480552,3.7338,-0.315805,0,
15.296,0.440053,-1.11574,0.84248,-1.05233,1.58164,1.37126,-0.350945,-1.52101,-2.41758,-1.79568,-1.11574,0.84248,-1.05233,1.58164,-0.350945,-1.52101,-2.41758,-1.79568,0.440053,8.4664,0.00944719,0.842504,0.166795,-0.0332108,0.142392,0.953598,0.0269994,-0.500692,3.75045,-0.354624,0,
15.297,0.441434,-1.11609,0.840935,-1.05466,1.5797,1.38085,-0.355957,-1.54547,-2.33136,-1.93132,-1.11609,0.840935,-1.05466,1.5797,-0.355957,-1.54547,-2.33136,-1.93132,0.441434,8.46732,0.0105184,0.842529,0.166274,-0.0294466,0.141994,0.955375,0.0251158,-0.520575,3.76625,-0.393044,0,
15.298,0.442825,-1.11646,0.839365,-1.05691,1.57764,1.39036,-0.36095,-1.5696,-2.24411,-2.06599,-1.11646,0.839365,-1.05691,1.57764,-0.36095,-1.5696,-2.24411,-2.06599,0.442825,8.46836,0.0115897,0.842553,0.165734,-0.0256676,0.141558,0.957162,0.0232077,-0.540189,3.7812,-0.431043,0,
15.299,0.444224,-1.11682,0.837772,-1.05906,1.57544,1.3998,-0.365923,-1.59339,-2.15591,-2.19959,-1.11682,0.837772,-1.05906,1.57544,-0.365923,-1.59339,-2.15591,-2.19959,0.444224,8.46949,0.0126608,0.842575,0.165175,-0.0218747,0.141084,0.958954,0.0212752,-0.559522,3.79527,-0.4686,0,
15.3,0.445633,-1.11719,0.836155,-1.06113,1.57311,1.40914,-0.370873,-1.61683,-2.0668,-2.33205,-1.11719,0.836155,-1.06113,1.57311,-0.370873,-1.61683,-2.0668,-2.33205,0.445633,8.47074,0.0137318,0.842595,0.164596,-0.0180687,0.140573,0.960752,0.0193182,-0.578561,3.80845,-0.505693,0,
15.301,0.447052,-1.11757,0.834515,-1.06311,1.57064,1.4184,-0.375801,-1.63989,-1.97686,-2.46329,-1.11757,0.834515,-1.06311,1.57064,-0.375801,-1.63989,-1.97686,-2.46329,0.447052,8.47209,0.0148026,0.842613,0.163999,-0.0142506,0.140025,0.962552,0.017337,-0.597295,3.82072,-0.542301,0,
15.302,0.448479,-1.11795,0.832853,-1.06499,1.56805,1.42756,-0.380705,-1.66257,-1.88613,-2.59321,-1.11795,0.832853,-1.06499,1.56805,-0.380705,-1.66257,-1.88613,-2.59321,0.448479,8.47355,0.015873,0.842629,0.163383,-0.0104213,0.139442,0.964352,0.0153314,-0.615712,3.83207,-0.578405,0,
15.303,0.449916,-1.11833,0.831168,-1.06679,1.56533,1.43662,-0.385584,-1.68484,-1.79468,-2.72175,-1.11833,0.831168,-1.06679,1.56533,-0.385584,-1.68484,-1.79468,-2.72175,0.449916,8.47512,0.0169431,0.842643,0.162749,-0.00658167,0.138822,0.96615,0.0133018,-0.633802,3.84248,-0.613987,0,
15.304,0.451362,-1.11872,0.829461,-1.06849,1.56248,1.44558,-0.390439,-1.7067,-1.70258,-2.84882,-1.11872,0.829461,-1.06849,1.56248,-0.390439,-1.7067,-1.70258,-2.84882,0.451362,8.47679,0.0180127,0.842655,0.162098,-0.00273273,0.138168,0.967945,0.0112483,-0.651553,3.85193,-0.649028,0,
15.305,0.452816,-1.11912,0.827733,-1.0701,1.55951,1.45444,-0.395266,-1.72813,-1.6099,-2.97435,-1.11912,0.827733,-1.0701,1.55951,-0.395266,-1.72813,-1.6099,-2.97435,0.452816,8.47857,0.0190818,0.842665,0.161429,0.00112458,0.137479,0.969733,0.00917102,-0.668954,3.86042,-0.68351,0,
15.306,0.454279,-1.11952,0.825984,-1.07162,1.55641,1.46318,-0.400067,-1.74911,-1.51669,-3.09825,-1.11952,0.825984,-1.07162,1.55641,-0.400067,-1.74911,-1.51669,-3.09825,0.454279,8.48045,0.0201504,0.842673,0.160743,0.00498929,0.136755,0.971514,0.00707021,-0.685995,3.86793,-0.717418,0,
15.307,0.455751,-1.11993,0.824214,-1.07304,1.55319,1.47181,-0.40484,-1.76964,-1.42303,-3.22046,-1.11993,0.824214,-1.07304,1.55319,-0.40484,-1.76964,-1.42303,-3.22046,0.455751,8.48243,0.0212182,0.842678,0.16004,0.00886041,0.135999,0.973285,0.00494615,-0.702665,3.87444,-0.750736,0,
15.308,0.457231,-1.12033,0.822425,-1.07437,1.54985,1.48032,-0.409584,-1.7897,-1.32899,-3.3409,-1.12033,0.822425,-1.07437,1.54985,-0.409584,-1.7897,-1.32899,-3.3409,0.457231,8.48452,0.0222854,0.842682,0.159321,0.0127369,0.13521,0.975043,0.00279913,-0.718955,3.87994,-0.783449,0,
15.309,0.45872,-1.12075,0.820615,-1.0756,1.54639,1.48872,-0.414299,-1.80927,-1.23463,-3.4595,-1.12075,0.820615,-1.0756,1.54639,-0.414299,-1.80927,-1.23463,-3.4595,0.45872,8.48672,0.0233517,0.842683,0.158586,0.0166179,0.134388,0.976788,0.000629505,-0.734855,3.88443,-0.815543,0,
15.31,0.460217,-1.12117,0.818787,-1.07674,1.54281,1.49698,-0.418983,-1.82835,-1.14002,-3.57619,-1.12117,0.818787,-1.07674,1.54281,-0.418983,-1.82835,-1.14002,-3.57619,0.460217,8.48902,0.0244172,0.842683,0.157836,0.0205021,0.133536,0.978517,-0.00156232,-0.750355,3.88789,-0.847005,0,
15.311,0.461722,-1.12159,0.81694,-1.07779,1.53912,1.50512,-0.423635,-1.84693,-1.04523,-3.69091,-1.12159,0.81694,-1.07779,1.53912,-0.423635,-1.84693,-1.04523,-3.69091,0.461722,8.49142,0.0254817,0.842679,0.157071,0.0243888,0.132652,0.980229,-0.0037759,-0.765447,3.8903,-0.877823,0,
15.312,0.463235,-1.12202,0.815075,-1.07874,1.53532,1.51313,-0.428255,-1.865,-0.950338,-3.80357,-1.12202,0.815075,-1.07874,1.53532,-0.428255,-1.865,-0.950338,-3.80357,0.463235,8.49393,0.0265453,0.842674,0.15629,0.0282767,0.131738,0.981921,-0.00601074,-0.780122,3.89167,-0.907987,0,
15.313,0.464756,-1.12245,0.813192,-1.07959,1.5314,1.52101,-0.432841,-1.88254,-0.855402,-3.91413,-1.12245,0.813192,-1.07959,1.5314,-0.432841,-1.88254,-0.855402,-3.91413,0.464756,8.49654,0.0276077,0.842667,0.155496,0.0321649,0.130794,0.983591,-0.00826628,-0.794371,3.89197,-0.937484,0,
15.314,0.466285,-1.12289,0.811293,-1.08035,1.52738,1.52874,-0.437392,-1.89954,-0.760495,-4.02253,-1.12289,0.811293,-1.08035,1.52738,-0.437392,-1.89954,-0.760495,-4.02253,0.466285,8.49926,0.028669,0.842657,0.154688,0.0360522,0.129822,0.985239,-0.0105419,-0.808187,3.89121,-0.966307,0,
15.315,0.467821,-1.12333,0.809377,-1.08102,1.52325,1.53634,-0.441907,-1.916,-0.665687,-4.12869,-1.12333,0.809377,-1.08102,1.52325,-0.441907,-1.916,-0.665687,-4.12869,0.467821,8.50207,0.0297291,0.842645,0.153866,0.0399377,0.128822,0.986862,-0.012837,-0.821562,3.88938,-0.994445,0,
15.316,0.469365,-1.12378,0.807445,-1.08159,1.51902,1.5438,-0.446384,-1.93191,-0.571046,-4.23257,-1.12378,0.807445,-1.08159,1.51902,-0.446384,-1.93191,-0.571046,-4.23257,0.469365,8.50499,0.0307879,0.84263,0.153032,0.0438202,0.127794,0.988459,-0.0151507,-0.83449,3.88647,-1.02189,0,
15.317,0.470916,-1.12423,0.805498,-1.08207,1.51468,1.55112,-0.450821,-1.94726,-0.476641,-4.33411,-1.12423,0.805498,-1.08207,1.51468,-0.450821,-1.94726,-0.476641,-4.33411,0.470916,8.50802,0.0318454,0.842614,0.152185,0.0476987,0.126739,0.990028,-0.0174824,-0.846963,3.88247,-1.04864,0,
15.318,0.472475,-1.12468,0.803536,-1.08245,1.51025,1.55828,-0.455218,-1.96204,-0.382541,-4.43325,-1.12468,0.803536,-1.08245,1.51025,-0.455218,-1.96204,-0.382541,-4.43325,0.472475,8.51114,0.0329014,0.842595,0.151326,0.051572,0.125658,0.991568,-0.0198311,-0.858975,3.87738,-1.07468,0,
15.319,0.47404,-1.12514,0.801559,-1.08274,1.50572,1.5653,-0.459572,-1.97625,-0.288811,-4.52995,-1.12514,0.801559,-1.08274,1.50572,-0.459572,-1.97625,-0.288811,-4.52995,0.47404,8.51437,0.033956,0.842573,0.150455,0.0554392,0.124552,0.993077,-0.022196,-0.87052,3.8712,-1.10002,0,
15.32,0.475612,-1.12561,0.79957,-1.08293,1.5011,1.57217,-0.463881,-1.98988,-0.195519,-4.62415,-1.12561,0.79957,-1.08293,1.5011,-0.463881,-1.98988,-0.195519,-4.62415,0.475612,8.5177,0.0350091,0.84255,0.149574,0.0592991,0.123421,0.994554,-0.0245762,-0.881593,3.86392,-1.12464,0,
15.321,0.477191,-1.12608,0.797567,-1.08304,1.49638,1.57888,-0.468144,-2.00292,-0.10273,-4.71582,-1.12608,0.797567,-1.08304,1.49638,-0.468144,-2.00292,-0.10273,-4.71582,0.477191,8.52113,0.0360605,0.842523,0.148682,0.0631506,0.122266,0.995998,-0.0269705,-0.892189,3.85555,-1.14854,0,
15.322,0.478776,-1.12655,0.795551,-1.08305,1.49158,1.58544,-0.472358,-2.01538,-0.0105093,-4.80491,-1.12655,0.795551,-1.08305,1.49158,-0.472358,-2.01538,-0.0105093,-4.80491,0.478776,8.52467,0.0371103,0.842495,0.147779,0.0669926,0.121088,0.997408,-0.029378,-0.902302,3.84608,-1.17172,0,
15.323,0.480368,-1.12702,0.793524,-1.08297,1.48668,1.59184,-0.47652,-2.02725,0.0810797,-4.89137,-1.12702,0.793524,-1.08297,1.48668,-0.47652,-2.02725,0.0810797,-4.89137,0.480368,8.52831,0.0381584,0.842464,0.146867,0.070824,0.119888,0.998783,-0.0317974,-0.91193,3.83552,-1.19417,0,
15.324,0.481966,-1.12751,0.791485,-1.08279,1.48171,1.59808,-0.480629,-2.03851,0.171974,-4.97518,-1.12751,0.791485,-1.08279,1.48171,-0.480629,-2.03851,0.171974,-4.97518,0.481966,8.53204,0.0392047,0.84243,0.145946,0.0746439,0.118665,1.00012,-0.0342277,-0.921067,3.82386,-1.2159,0,
15.325,0.48357,-1.12799,0.789436,-1.08253,1.47665,1.60416,-0.484683,-2.04918,0.262113,-5.05628,-1.12799,0.789436,-1.08253,1.47665,-0.484683,-2.04918,0.262113,-5.05628,0.48357,8.53588,0.0402491,0.842395,0.145017,0.078451,0.117422,1.00142,-0.0366675,-0.92971,3.81111,-1.23691,0,
15.326,0.485181,-1.12848,0.787377,-1.08218,1.47152,1.61007,-0.488677,-2.05925,0.351436,-5.13466,-1.12848,0.787377,-1.08218,1.47152,-0.488677,-2.05925,0.351436,-5.13466,0.485181,8.53983,0.0412917,0.842356,0.144079,0.0822442,0.116159,1.00269,-0.0391157,-0.937857,3.79727,-1.25718,0,
15.327,0.486796,-1.12897,0.785308,-1.08174,1.46631,1.61582,-0.492611,-2.06872,0.439884,-5.21027,-1.12897,0.785308,-1.08174,1.46631,-0.492611,-2.06872,0.439884,-5.21027,0.486796,8.54387,0.0423323,0.842315,0.143133,0.0860226,0.114876,1.00391,-0.0415707,-0.945505,3.78235,-1.27673,0,
15.328,0.488418,-1.12947,0.783231,-1.08121,1.46103,1.62141,-0.49648,-2.07758,0.5274,-5.28308,-1.12947,0.783231,-1.08121,1.46103,-0.49648,-2.07758,0.5274,-5.28308,0.488418,8.54802,0.0433709,0.842272,0.142181,0.0897851,0.113574,1.0051,-0.0440314,-0.952651,3.76635,-1.29556,0,
15.329,0.490045,-1.12997,0.781145,-1.0806,1.45567,1.62682,-0.500282,-2.08584,0.613927,-5.35308,-1.12997,0.781145,-1.0806,1.45567,-0.500282,-2.08584,0.613927,-5.35308,0.490045,8.55227,0.0444075,0.842227,0.141221,0.0935305,0.112254,1.00624,-0.0464963,-0.959293,3.74928,-1.31366,0,
15.33,0.491677,-1.13047,0.779051,-1.0799,1.45025,1.63207,-0.504013,-2.09349,0.699412,-5.42023,-1.13047,0.779051,-1.0799,1.45025,-0.504013,-2.09349,0.699412,-5.42023,0.491677,8.55662,0.0454419,0.842179,0.140256,0.0972578,0.110917,1.00735,-0.0489638,-0.965431,3.73114,-1.33104,0,
15.331,0.493314,-1.13098,0.776951,-1.07912,1.44477,1.63715,-0.507672,-2.10054,0.7838,-5.48452,-1.13098,0.776951,-1.07912,1.44477,-0.507672,-2.10054,0.7838,-5.48452,0.493314,8.56107,0.0464742,0.842128,0.139285,0.100966,0.109563,1.00841,-0.0514326,-0.971062,3.71195,-1.3477,0,
15.332,0.494956,-1.13149,0.774844,-1.07825,1.43922,1.64205,-0.511254,-2.10698,0.86704,-5.54591,-1.13149,0.774844,-1.07825,1.43922,-0.511254,-2.10698,0.86704,-5.54591,0.494956,8.56562,0.0475043,0.842075,0.138309,0.104654,0.108193,1.00943,-0.053901,-0.976187,3.69172,-1.36364,0,
15.333,0.496603,-1.13201,0.772731,-1.0773,1.43362,1.64678,-0.514756,-2.11283,0.949083,-5.6044,-1.13201,0.772731,-1.0773,1.43362,-0.514756,-2.11283,0.949083,-5.6044,0.496603,8.57027,0.0485321,0.842019,0.137328,0.108321,0.106808,1.01042,-0.0563676,-0.980805,3.67044,-1.37887,0,
15.334,0.498254,-1.13252,0.770613,-1.07627,1.42796,1.65133,-0.518174,-2.11808,1.02988,-5.65996,-1.13252,0.770613,-1.07627,1.42796,-0.518174,-2.11808,1.02988,-5.65996,0.498254,8.57503,0.0495577,0.841961,0.136343,0.111965,0.105409,1.01136,-0.0588307,-0.984916,3.64815,-1.39338,0,
15.335,0.49991,-1.13305,0.76849,-1.07516,1.42224,1.65571,-0.521507,-2.12273,1.10938,-5.71258,-1.13305,0.76849,-1.07516,1.42224,-0.521507,-2.12273,1.10938,-5.71258,0.49991,8.57989,0.0505809,0.841901,0.135354,0.115587,0.103995,1.01226,-0.0612888,-0.98852,3.62484,-1.4072,0,
15.336,0.50157,-1.13357,0.766363,-1.07397,1.41648,1.65991,-0.524749,-2.12678,1.18755,-5.76224,-1.13357,0.766363,-1.07397,1.41648,-0.524749,-2.12678,1.18755,-5.76224,0.50157,8.58485,0.0516017,0.841838,0.134363,0.119184,0.102569,1.01311,-0.0637402,-0.991617,3.60053,-1.42031,0,
15.337,0.503234,-1.1341,0.764233,-1.07271,1.41067,1.66394,-0.527898,-2.13025,1.26433,-5.80894,-1.1341,0.764233,-1.07271,1.41067,-0.527898,-2.13025,1.26433,-5.80894,0.503234,8.58991,0.0526202,0.841773,0.133369,0.122756,0.10113,1.01393,-0.0661832,-0.994209,3.57523,-1.43272,0,
